,SHIPMENT_NUMBER,LAT,LON,RECORD_TIMESTAMP,PROJECT_ID,CARRIER_DISPLAY_ID,VEHICLE_SIZE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_EARLIEST,FIRST_COLLECTION_SCHEDULE_LATEST,LAST_DELIVERY_SCHEDULE_EARLIEST,LAST_DELIVERY_SCHEDULE_LATEST,is_delayed,Distance_km,Step_Count,Ferry_Involved
10,SEZHUK-230921-246290,52.6472363155825,-1.2163447402429,2023-10-02 02:01:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000912,3.5 T Van,Box,S35 2PW,LE3 8DX,53.476793,-1.471546,52.641456,-1.216005,2023-10-01T00:30:00.000Z,2023-10-01T01:00:00.000Z,2023-10-01T03:00:00.000Z,2023-10-01 03:30:00+00:00,True,112.6195,21,False
11,SEZHUK-230921-246294,53.7345910423242,-1.60415943344758,2023-10-01 04:00:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000912,3.5 T Van,Box,S35 2PW,LS27 0FU,53.476793,-1.471546,53.734398,-1.604189,2023-10-01T03:15:00.000Z,2023-10-01T03:45:00.000Z,2023-10-01T05:00:00.000Z,2023-10-01 05:30:00+00:00,False,41.6663,21,False
12,SEZHUK-230922-246664,55.737035,-4.16589,2023-10-26 02:09:00+01:00,39a4e234-5d35-4d94-8e8a-b8bf6fe13953,CAUK000155,Tractor Unit,Curtain Side,CV23 8BQ,G75 0ZZ,52.334853,-1.18045,55.735089,-4.168719,2023-10-25T16:00:00.000Z,2023-10-25T17:00:00.000Z,2023-10-25T23:00:00.000Z,2023-10-25 23:59:00+00:00,True,508.4025,40,False
13,SEZHUK-230922-246665,55.7369507359012,-4.16640186609471,2023-10-27 02:28:00+01:00,39a4e234-5d35-4d94-8e8a-b8bf6fe13953,CAUK000155,Tractor Unit,Curtain Side,CV23 8BQ,G75 0ZZ,52.334853,-1.18045,55.735089,-4.168719,2023-10-26T16:00:00.000Z,2023-10-26T17:00:00.000Z,2023-10-26T23:00:00.000Z,2023-10-26 23:59:00+00:00,True,508.4025,40,False
14,SEZHUK-230922-246666,55.7364676,-4.1685982,2023-10-28 01:05:00+01:00,39a4e234-5d35-4d94-8e8a-b8bf6fe13953,CAUK000155,Tractor Unit,Curtain Side,CV23 8BQ,G75 0ZZ,52.334853,-1.18045,55.735089,-4.168719,2023-10-27T16:00:00.000Z,2023-10-27T17:00:00.000Z,2023-10-27T23:00:00.000Z,2023-10-27 23:59:00+00:00,False,508.4025,40,False
15,SEZHUK-230922-246668,54.7299670778477,-2.80282996402303,2023-10-30 21:30:00+00:00,39a4e234-5d35-4d94-8e8a-b8bf6fe13953,CAUK000155,Tractor Unit,Curtain Side,CV23 8BQ,G75 0ZZ,52.334853,-1.18045,55.735089,-4.168719,2023-10-30T16:00:00.000Z,2023-10-30T17:00:00.000Z,2023-10-30T23:00:00.000Z,2023-10-30 23:59:00+00:00,False,508.4025,40,False
16,SEZHUK-230922-246669,55.7369150654242,-4.16709047927927,2023-11-01 00:19:00+00:00,39a4e234-5d35-4d94-8e8a-b8bf6fe13953,CAUK000155,Tractor Unit,Curtain Side,CV23 8BQ,G75 0ZZ,52.334853,-1.18045,55.735089,-4.168719,2023-10-31T14:00:00.000Z,2023-10-31T15:00:00.000Z,2023-10-31T23:00:00.000Z,2023-10-31 23:59:00+00:00,False,508.4025,40,False
17,SEZHUK-230922-246672,55.7369381358963,-4.16619679823716,2023-11-04 00:34:00+00:00,39a4e234-5d35-4d94-8e8a-b8bf6fe13953,CAUK000155,Tractor Unit,Curtain Side,CV23 8BQ,G75 0ZZ,52.334853,-1.18045,55.735089,-4.168719,2023-11-03T16:00:00.000Z,2023-11-03T17:00:00.000Z,2023-11-03T23:00:00.000Z,2023-11-03 23:59:00+00:00,True,508.4025,40,False
18,SEZHUK-230925-247262,52.8255468527088,-1.34987984616095,2023-10-06 20:58:00+01:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,CA3 0EH,DE74 2TR,54.922111,-2.957338,52.829374,-1.332134,2023-10-06T16:45:00.000Z,2023-10-06T17:45:00.000Z,2023-10-06T21:10:00.000Z,2023-10-06 22:10:00+00:00,False,322.0686,49,False
19,SEZHUK-230925-247268,52.82437,-1.3486,2023-10-06 21:27:00+01:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,L24 8RF,DE74 2TR,53.349124,-2.876108,52.829374,-1.332134,2023-10-06T18:25:00.000Z,2023-10-06T19:25:00.000Z,2023-10-06T21:15:00.000Z,2023-10-06 22:15:00+00:00,False,153.87429999999998,51,False
20,SEZHUK-230925-247273,51.4331269169329,-0.983872732452179,2023-10-06 07:36:00+01:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,DE74 2TR,RG2 0RP,52.829374,-1.332134,51.432237,-0.984601,2023-10-06T04:00:00.000Z,2023-10-06T05:00:00.000Z,2023-10-06T07:45:00.000Z,2023-10-06 08:45:00+00:00,False,191.752,73,False
21,SEZHUK-230925-247275,52.81206,-1.37983,2023-10-02 17:38:00+01:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,BS32 0BF,DE74 2TR,51.54695,-2.551256,52.829374,-1.332134,2023-10-02T15:15:00.000Z,2023-10-02T16:15:00.000Z,2023-10-02T19:30:00.000Z,2023-10-02 20:30:00+00:00,False,196.0721,36,False
22,SEZHUK-230925-247276,52.201054884137505,-2.16540889378192,2023-10-02 17:17:00+01:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,WR4 0SZ,DE74 2TR,52.201285,-2.16588,52.829374,-1.332134,2023-10-02T17:00:00.000Z,2023-10-02T18:00:00.000Z,2023-10-02T19:30:00.000Z,2023-10-02 20:30:00+00:00,False,107.76010000000001,35,False
23,SEZHUK-230925-247286,53.349808834835905,-2.87019165523916,2023-10-07 07:30:00+01:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,DE74 2TR,L24 8RF,52.829374,-1.332134,53.349124,-2.876108,2023-10-07T04:45:00.000Z,2023-10-07T05:45:00.000Z,2023-10-07T09:00:00.000Z,2023-10-07 10:00:00+00:00,False,153.7837,63,False
24,SEZHUK-230925-247287,52.4786994,-1.9722752,2023-10-07 14:25:00+01:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,NP10 9DQ,DE74 2TR,51.582459,-3.043825,52.829374,-1.332134,2023-10-07T08:30:00.000Z,2023-10-07T09:30:00.000Z,2023-10-07T12:30:00.000Z,2023-10-07 13:30:00+00:00,False,221.2441,47,False
25,SEZHUK-230925-247290,52.8250692071764,-1.34697038162429,2023-10-05 16:46:00+01:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,BS32 0BF,DE74 2TR,51.54695,-2.551256,52.829374,-1.332134,2023-10-05T15:15:00.000Z,2023-10-05T16:15:00.000Z,2023-10-05T19:30:00.000Z,2023-10-05 20:30:00+00:00,False,196.0721,36,False
26,SEZHUK-230925-247295,51.650871766268,-0.054764154629863,2023-10-05 08:20:00+01:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-10-05T04:50:00.000Z,2023-10-05T05:50:00.000Z,2023-10-05T08:20:00.000Z,2023-10-05 09:20:00+00:00,False,182.76520000000002,34,False
27,SEZHUK-230925-247305,51.433301569806495,-0.984637421418961,2023-10-05 07:24:00+01:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,DE74 2TR,RG2 0RP,52.829374,-1.332134,51.432237,-0.984601,2023-10-05T04:00:00.000Z,2023-10-05T05:00:00.000Z,2023-10-05T07:45:00.000Z,2023-10-05 08:45:00+00:00,False,191.752,73,False
28,SEZHUK-230925-247308,52.82532812135769,-1.349860996475,2023-10-03 20:46:00+01:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,CA3 0EH,DE74 2TR,54.922111,-2.957338,52.829374,-1.332134,2023-10-03T16:45:00.000Z,2023-10-03T17:45:00.000Z,2023-10-03T21:10:00.000Z,2023-10-03 22:10:00+00:00,False,322.0686,49,False
29,SEZHUK-230925-247321,51.432928333333294,-0.983828333333333,2023-10-03 07:32:00+01:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,DE74 2TR,RG2 0RP,52.829374,-1.332134,51.432237,-0.984601,2023-10-03T04:00:00.000Z,2023-10-03T05:00:00.000Z,2023-10-03T07:45:00.000Z,2023-10-03 08:45:00+00:00,False,191.752,73,False
30,SEZHUK-230925-247326,52.824508246683294,-1.34691125661602,2023-10-04 21:14:00+01:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,CA3 0EH,DE74 2TR,54.922111,-2.957338,52.829374,-1.332134,2023-10-04T16:45:00.000Z,2023-10-04T17:45:00.000Z,2023-10-04T21:10:00.000Z,2023-10-04 22:10:00+00:00,False,322.0686,49,False
31,SEZHUK-230925-247330,51.92177833333329,0.927361666666666,2023-10-04 08:44:00+01:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,DE74 2TR,CO4 9QJ,52.829374,-1.332134,51.920887,0.927015,2023-10-04T04:50:00.000Z,2023-10-04T05:50:00.000Z,2023-10-04T08:50:00.000Z,2023-10-04 09:50:00+00:00,False,251.22060000000002,48,False
32,SEZHUK-230925-247331,52.4805733333333,-1.97535333333333,2023-10-04 22:44:00+01:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,CO4 9QJ,DE74 2TR,51.920887,0.927015,52.829374,-1.332134,2023-10-04T17:30:00.000Z,2023-10-04T18:30:00.000Z,2023-10-04T21:10:00.000Z,2023-10-04 22:10:00+00:00,False,250.47220000000002,52,False
33,SEZHUK-230926-247516,53.5682861282521,-0.927807572976297,2023-10-03 08:53:00+01:00,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,CA10 2EY,DN8 5TE,54.622276,-2.710485,53.566639,-0.919839,2023-10-02T08:00:00.000Z,2023-10-02T15:00:00.000Z,2023-10-02T08:00:00.000Z,2023-10-02 15:00:00+00:00,True,206.85829999999999,29,False
34,SEZHUK-230926-247519,53.3853788,-2.5806202,2023-10-03 14:06:00+01:00,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000034,Tractor Unit,Curtain-Side 13.6M Trailer,CA10 2EY,DN8 5TE,54.622276,-2.710485,53.566639,-0.919839,2023-10-02T08:00:00.000Z,2023-10-02T14:00:00.000Z,2023-10-02T08:00:00.000Z,2023-10-02 15:00:00+00:00,True,206.85829999999999,29,False
35,SEZHUK-230927-247976,52.6466767039847,-1.21613182344834,2023-10-03 02:04:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000912,3.5 T Van,Box,S35 2PW,LE3 8DX,53.476793,-1.471546,52.641456,-1.216005,2023-10-03T00:30:00.000Z,2023-10-03T01:00:00.000Z,2023-10-03T03:00:00.000Z,2023-10-03 03:30:00+00:00,False,112.6195,21,False
36,SEZHUK-230927-247978,53.476763798348095,-1.46870112337379,2023-10-04 00:37:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000912,3.5 T Van,Box,BD5 8LZ,LS27 0FU,53.767093,-1.742286,53.734398,-1.604189,2023-10-03T03:15:00.000Z,2023-10-03T03:45:00.000Z,2023-10-03T05:00:00.000Z,2023-10-03 05:30:00+00:00,True,14.4772,22,False
37,SEZHUK-230927-247990,53.7948819281292,-1.76264283522832,2023-10-08 16:15:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000912,3.5 T Van,Box,S35 2PW,LE3 8DX,53.476793,-1.471546,52.641456,-1.216005,2023-10-04T00:30:00.000Z,2023-10-04T01:00:00.000Z,2023-10-04T03:00:00.000Z,2023-10-04 03:30:00+00:00,True,112.6195,21,False
38,SEZHUK-230927-248070,53.4615938,-3.0164404,2023-10-05 13:05:00+01:00,3244246f-e37c-4ba4-b9b3-61416a4449ae,CAUK000250,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NAAS,53.293393,-1.074008,53.207122,-6.742479,2023-10-04T00:00:00.000Z,2023-10-04T23:59:00.000Z,2023-10-06T08:25:00.000Z,2023-10-06 08:55:00+00:00,False,444.0919,100,True
39,SEZHUK-230927-248093,52.6466627238393,-1.21606581544301,2023-10-05 01:54:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000912,3.5 T Van,Box,S35 2PW,LE3 8DX,53.476793,-1.471546,52.641456,-1.216005,2023-10-05T00:30:00.000Z,2023-10-05T01:00:00.000Z,2023-10-05T03:00:00.000Z,2023-10-05 03:30:00+00:00,False,112.6195,21,False
40,SEZHUK-230927-248095,53.734545189129,-1.60421216604278,2023-10-05 03:57:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000912,3.5 T Van,Box,S35 2PW,LS27 0FU,53.476793,-1.471546,53.734398,-1.604189,2023-10-05T03:15:00.000Z,2023-10-05T03:45:00.000Z,2023-10-05T05:00:00.000Z,2023-10-05 05:30:00+00:00,False,41.6663,21,False
41,SEZHUK-230927-248108,52.68717741944769,-1.26779049337785,2023-10-06 02:06:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000912,3.5 T Van,Box,S35 2PW,LE3 8DX,53.476793,-1.471546,52.641456,-1.216005,2023-10-06T00:30:00.000Z,2023-10-06T01:00:00.000Z,2023-10-06T03:00:00.000Z,2023-10-06 03:30:00+00:00,False,112.6195,21,False
42,SEZHUK-230927-248111,53.7352414699834,-1.60459825520346,2023-10-06 03:43:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000912,3.5 T Van,Box,S35 2PW,LS27 0FU,53.476793,-1.471546,53.734398,-1.604189,2023-10-06T03:15:00.000Z,2023-10-06T03:45:00.000Z,2023-10-06T05:00:00.000Z,2023-10-06 05:30:00+00:00,False,41.6663,21,False
43,SEZHUK-230927-248123,52.6467657228483,-1.21734736215552,2023-10-07 02:07:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000912,3.5 T Van,Box,S35 2PW,LE3 8DX,53.476793,-1.471546,52.641456,-1.216005,2023-10-07T00:30:00.000Z,2023-10-07T01:00:00.000Z,2023-10-07T03:00:00.000Z,2023-10-07 03:30:00+00:00,False,112.6195,21,False
44,SEZHUK-230927-248125,53.73465415068289,-1.6042393682858,2023-10-07 04:38:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000912,3.5 T Van,Box,S35 2PW,LS27 0FU,53.476793,-1.471546,53.734398,-1.604189,2023-10-07T03:15:00.000Z,2023-10-07T03:45:00.000Z,2023-10-07T05:00:00.000Z,2023-10-07 05:30:00+00:00,False,41.6663,21,False
45,SEZHUK-230927-248136,52.6468259455201,-1.2159255238205,2023-10-08 01:41:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000912,3.5 T Van,Box,S35 2PW,LE3 8DX,53.476793,-1.471546,52.641456,-1.216005,2023-10-08T00:30:00.000Z,2023-10-08T01:00:00.000Z,2023-10-08T03:00:00.000Z,2023-10-08 03:30:00+00:00,False,112.6195,21,False
46,SEZHUK-230927-248138,53.734336770756705,-1.60428093825215,2023-10-08 03:47:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000912,3.5 T Van,Box,S35 2PW,LS27 0FU,53.476793,-1.471546,53.734398,-1.604189,2023-10-08T03:15:00.000Z,2023-10-08T03:45:00.000Z,2023-10-08T05:00:00.000Z,2023-10-08 05:30:00+00:00,False,41.6663,21,False
47,SEZHUK-230927-248155,52.6469732569082,-1.21535510947274,2023-10-01 01:46:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000912,3.5 T Van,Box,S35 2PW,LE3 8DX,53.476793,-1.471546,52.641456,-1.216005,2023-10-01T00:30:00.000Z,2023-10-01T01:00:00.000Z,2023-10-01T03:00:00.000Z,2023-10-01 03:30:00+00:00,False,112.6195,21,False
48,SEZHUK-230928-248240,53.5373776,-1.0365382,2023-10-02 17:10:00+01:00,369b3981-6399-439f-a654-7e90a2493c35,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,HP5 1QJ,53.537133,-1.037405,51.692773,-0.592602,2023-10-02T06:00:00.000Z,2023-10-02T18:00:00.000Z,2023-10-03T08:00:00.000Z,2023-10-03 14:59:00+00:00,False,254.1234,78,False
49,SEZHUK-230928-248291,52.7014097118467,-1.34051829090196,2023-10-04 08:55:00+01:00,40415fe3-e446-4d1e-b141-3698b0dc47f3,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,BS35 4GG,LE67 1UA,51.55257,-2.65344,52.701119,-1.339519,2023-10-03T09:00:00.000Z,2023-10-03T13:00:00.000Z,2023-10-04T08:00:00.000Z,2023-10-04 08:00:00+00:00,False,201.92579999999998,29,False
50,SEZHUK-230928-248315,51.475376666666705,0.268476666666667,2023-10-03 10:15:00+01:00,63f8c121-3f15-4468-8891-69a44c41fbf0,CAUK000034,Tractor Unit,Curtain-Side 13.6M Trailer,NP26 3RA,RM20 3LG,51.585139,-2.844668,51.476241,0.268788,2023-10-02T06:00:00.000Z,2023-10-02T06:30:00.000Z,2023-10-02T10:30:00.000Z,2023-10-02 11:00:00+00:00,True,265.0093,40,False
51,SEZHUK-230928-248317,51.290830486010094,1.08949407852363,2023-10-02 10:12:00+01:00,6ba3b39b-16fe-475d-a2e3-36eef556643e,CAUK000428,Tractor Unit,Curtain-Side 13.6M Trailer,AL10 9TR,CT2 7PX,51.772167,-0.250353,51.293329,1.092989,2023-10-02T06:00:00.000Z,2023-10-02T06:30:00.000Z,2023-10-02T11:30:00.000Z,2023-10-02 12:00:00+00:00,False,140.8876,43,False
52,SEZHUK-230928-248333,51.61714256,-1.25197609,2023-10-02 17:28:00+01:00,872e72c8-dd37-43fe-820c-ff962d398840,CAUK000310,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,OX11 7HJ,52.800481,-1.663328,51.619119,-1.256837,2023-10-02T14:00:00.000Z,2023-10-02T14:30:00.000Z,2023-10-02T18:00:00.000Z,2023-10-02 18:30:00+00:00,False,169.5772,43,False
53,SEZHUK-230928-248334,52.30305208,-0.73119523,2023-10-02 10:33:00+01:00,872e72c8-dd37-43fe-820c-ff962d398840,CAUK000310,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,NN8 6GR,52.800481,-1.663328,52.30156,-0.733166,2023-10-02T07:00:00.000Z,2023-10-02T07:30:00.000Z,2023-10-02T10:30:00.000Z,2023-10-02 11:00:00+00:00,False,125.9712,46,False
54,SEZHUK-230928-248352,51.1749971039322,-1.7551912464456,2023-10-02 17:24:00+01:00,3244246f-e37c-4ba4-b9b3-61416a4449ae,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SP4 7GQ,53.293393,-1.074008,51.17534,-1.753679,2023-10-02T10:00:00.000Z,2023-10-02T10:59:00.000Z,2023-10-02T17:55:00.000Z,2023-10-02 18:25:00+00:00,False,306.1395,78,False
55,SEZHUK-230928-248359,53.528096666666706,-2.74654333333333,2023-10-02 14:24:00+01:00,bad2a1c4-4cf3-4157-864f-ce161784831f,CAUK000034,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,CV9 2SQ,53.462845,-2.896967,52.583936,-1.557171,2023-10-02T10:00:00.000Z,2023-10-02T10:01:00.000Z,2023-10-02T17:55:00.000Z,2023-10-02 18:25:00+00:00,False,166.7632,29,False
56,SEZHUK-230928-248367,52.4983483333333,-1.48072,2023-10-02 07:32:00+01:00,192cd5b5-978c-4681-b206-2f4d04e081ec,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,CV10 7SD,52.800481,-1.663328,52.49617,-1.477705,2023-09-29T14:00:00.000Z,2023-10-02T12:00:00.000Z,2023-10-02T08:00:00.000Z,2023-10-02 12:00:00+00:00,False,60.7555,35,False
57,SEZHUK-230928-248368,52.509757106773506,-2.01993336385906,2023-10-05 12:06:00+01:00,192cd5b5-978c-4681-b206-2f4d04e081ec,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,B69 3EH,52.800481,-1.663328,52.509485,-2.020513,2023-10-04T14:00:00.000Z,2023-10-05T16:00:00.000Z,2023-10-05T12:00:00.000Z,2023-10-05 16:00:00+00:00,False,48.1745,51,False
58,SEZHUK-230928-248399,52.0805606,-1.3289693,2023-10-02 11:10:00+01:00,3244246f-e37c-4ba4-b9b3-61416a4449ae,CAUK000770,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX16 2AA,53.293393,-1.074008,52.081463,-1.329055,2023-10-02T05:00:00.000Z,2023-10-02T05:59:00.000Z,2023-10-02T10:25:00.000Z,2023-10-02 10:55:00+00:00,False,170.9698,54,False
59,SEZHUK-230929-248494,55.8691777511639,-4.39989673727492,2023-10-03 08:34:00+01:00,192cd5b5-978c-4681-b206-2f4d04e081ec,CAUK000618,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,PA4 8DJ,52.800481,-1.663328,55.873398,-4.404767,2023-10-02T13:00:00.000Z,2023-10-02T13:30:00.000Z,2023-10-03T07:30:00.000Z,2023-10-03 08:00:00+00:00,False,458.59270000000004,60,False
60,SEZHUK-230929-248496,51.3742671255022,-0.683817118406296,2023-10-03 09:03:00+01:00,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000854,Tractor Unit,Curtain-Side 13.6M Trailer,DG16 5HT,GU19 5JB,55.003467,-3.042858,51.372105,-0.681987,2023-10-02T06:00:00.000Z,2023-10-02T14:00:00.000Z,2023-10-03T08:00:00.000Z,2023-10-03 15:59:00+00:00,False,509.3759,50,False
